garment_name,matching_combination_name,panel_count,stitch_count,panel_name_contains_digit,contains_clockwise_panel,mesh_len_segmentation_match,mesh_filter_failed,none_vertex_count,stitch_vertex_count,none_filtered_vertex_count,stitch_filtered_vertex_count
jumpsuit_sleeveless_JVCEHGYXJ5,jumpsuit_sleeveless_JVCEHGYXJ5,6,14,False,False,True,True,433,425,0,85
jumpsuit_sleeveless_JVXJDFVH66,jumpsuit_sleeveless_JVXJDFVH66,6,14,False,False,True,False,401,393,0,0
jumpsuit_sleeveless_JWFP9T3J5Y,jumpsuit_sleeveless_JWFP9T3J5Y,6,14,False,False,True,False,315,307,0,0
jumpsuit_sleeveless_JYJNBV2Z3F,jumpsuit_sleeveless_JYJNBV2Z3F,6,14,False,False,True,False,323,315,0,0
jumpsuit_sleeveless_JZ05MITQCG,jumpsuit_sleeveless_JZ05MITQCG,6,14,False,False,True,True,433,425,0,88
jumpsuit_sleeveless_K0WSYL1MZJ,jumpsuit_sleeveless_K0WSYL1MZJ,6,14,False,False,True,True,445,437,0,88
jumpsuit_sleeveless_K2S4VYWES8,jumpsuit_sleeveless_K2S4VYWES8,6,14,False,False,True,False,397,389,0,0
jumpsuit_sleeveless_K4S62VZ7CE,jumpsuit_sleeveless_K4S62VZ7CE,6,14,False,False,True,True,463,455,0,95
jumpsuit_sleeveless_K5UC2PRV37,jumpsuit_sleeveless_K5UC2PRV37,6,14,False,False,True,False,275,267,0,0
jumpsuit_sleeveless_K6Q62VX6KO,jumpsuit_sleeveless_K6Q62VX6KO,6,14,False,False,True,False,395,387,0,0
jumpsuit_sleeveless_K76WALUD92,jumpsuit_sleeveless_K76WALUD92,6,14,False,False,True,False,289,281,0,0
jumpsuit_sleeveless_K7CHPUHV9C,jumpsuit_sleeveless_K7CHPUHV9C,6,14,False,False,True,False,321,313,0,0
jumpsuit_sleeveless_K95T7K1AL1,jumpsuit_sleeveless_K95T7K1AL1,6,14,False,False,True,False,335,327,0,0
jumpsuit_sleeveless_K9H777O1BO,jumpsuit_sleeveless_K9H777O1BO,6,14,False,False,True,False,309,301,0,0
jumpsuit_sleeveless_KA8Q18U0RY,jumpsuit_sleeveless_KA8Q18U0RY,6,14,False,False,True,False,371,363,0,0
jumpsuit_sleeveless_KBJGQQ5GDA,jumpsuit_sleeveless_KBJGQQ5GDA,6,14,False,False,True,False,351,343,0,0
jumpsuit_sleeveless_KC1N1ZRBF0,jumpsuit_sleeveless_KC1N1ZRBF0,6,14,False,False,True,True,427,419,0,82
jumpsuit_sleeveless_KD4HD6UVZN,jumpsuit_sleeveless_KD4HD6UVZN,6,14,False,False,True,False,381,373,0,0
jumpsuit_sleeveless_KLX8E3LQ0C,jumpsuit_sleeveless_KLX8E3LQ0C,6,14,False,False,True,True,443,435,0,91
jumpsuit_sleeveless_KM2N5JP975,jumpsuit_sleeveless_KM2N5JP975,6,14,False,False,True,False,319,311,0,0
jumpsuit_sleeveless_KOZYP1YX9M,jumpsuit_sleeveless_KOZYP1YX9M,6,14,False,False,True,True,451,443,0,86
jumpsuit_sleeveless_KP21GO07DH,jumpsuit_sleeveless_KP21GO07DH,6,14,False,False,True,False,381,373,0,0
jumpsuit_sleeveless_KPXLRROVCT,jumpsuit_sleeveless_KPXLRROVCT,6,14,False,False,True,False,293,285,0,0
jumpsuit_sleeveless_KV7YCM84CX,jumpsuit_sleeveless_KV7YCM84CX,6,14,False,False,True,True,421,413,0,81
jumpsuit_sleeveless_KW8U4QDW0A,jumpsuit_sleeveless_KW8U4QDW0A,6,14,False,False,True,True,429,421,0,86
jumpsuit_sleeveless_KWNGC1TCZK,jumpsuit_sleeveless_KWNGC1TCZK,6,14,False,False,True,False,303,295,0,0
jumpsuit_sleeveless_KX1T12FNRA,jumpsuit_sleeveless_KX1T12FNRA,6,14,False,False,True,False,393,385,0,0
jumpsuit_sleeveless_L2NWSQ0HDD,jumpsuit_sleeveless_L2NWSQ0HDD,6,14,False,False,True,False,389,381,0,0
jumpsuit_sleeveless_L4L3W1PMT6,jumpsuit_sleeveless_L4L3W1PMT6,6,14,False,False,True,True,409,401,0,80
jumpsuit_sleeveless_L7J1RIW7VT,jumpsuit_sleeveless_L7J1RIW7VT,6,14,False,False,True,True,475,467,0,94
jumpsuit_sleeveless_L8ZOB4CH7P,jumpsuit_sleeveless_L8ZOB4CH7P,6,14,False,False,True,False,335,327,0,0
jumpsuit_sleeveless_L9408XKNQZ,jumpsuit_sleeveless_L9408XKNQZ,6,14,False,False,True,True,415,407,0,83
jumpsuit_sleeveless_L9NK90OJAH,jumpsuit_sleeveless_L9NK90OJAH,6,14,False,False,True,True,431,423,0,85
jumpsuit_sleeveless_L9R1FA3QFU,jumpsuit_sleeveless_L9R1FA3QFU,6,14,False,False,True,True,469,461,0,94
jumpsuit_sleeveless_L9T6GY1M0V,jumpsuit_sleeveless_L9T6GY1M0V,6,14,False,False,True,False,315,307,0,0
jumpsuit_sleeveless_LAO8OXVJRR,jumpsuit_sleeveless_LAO8OXVJRR,6,14,False,False,True,False,315,307,0,0
jumpsuit_sleeveless_LBQRAKOXLC,jumpsuit_sleeveless_LBQRAKOXLC,6,14,False,False,True,True,429,421,0,86
jumpsuit_sleeveless_LD4S4YFC2W,jumpsuit_sleeveless_LD4S4YFC2W,6,14,False,False,True,False,299,291,0,0
jumpsuit_sleeveless_LE2RLSMOEY,jumpsuit_sleeveless_LE2RLSMOEY,6,14,False,False,True,False,397,389,0,0
jumpsuit_sleeveless_LF2UV34ARP,jumpsuit_sleeveless_LF2UV34ARP,6,14,False,False,True,True,449,441,0,91
jumpsuit_sleeveless_LGPHZHMPCS,jumpsuit_sleeveless_LGPHZHMPCS,6,14,False,False,True,False,387,379,0,0
jumpsuit_sleeveless_LGZK0QIUDN,jumpsuit_sleeveless_LGZK0QIUDN,6,14,False,False,True,False,349,341,0,0
jumpsuit_sleeveless_LH9X6PNHL1,jumpsuit_sleeveless_LH9X6PNHL1,6,14,False,False,True,False,357,349,0,0
jumpsuit_sleeveless_LJM2DDE2F0,jumpsuit_sleeveless_LJM2DDE2F0,6,14,False,False,True,True,447,439,0,89
jumpsuit_sleeveless_LJXQGT38B9,jumpsuit_sleeveless_LJXQGT38B9,6,14,False,False,True,False,335,327,0,0
jumpsuit_sleeveless_LLAIU4Z8OX,jumpsuit_sleeveless_LLAIU4Z8OX,6,14,False,False,True,False,309,301,0,0
jumpsuit_sleeveless_LLC6954EE4,jumpsuit_sleeveless_LLC6954EE4,6,14,False,False,True,False,387,379,0,0
jumpsuit_sleeveless_LLI8316A38,jumpsuit_sleeveless_LLI8316A38,6,14,False,False,True,True,445,437,0,88
jumpsuit_sleeveless_LODAY9X6TU,jumpsuit_sleeveless_LODAY9X6TU,6,14,False,False,True,False,295,287,0,0
jumpsuit_sleeveless_LUQ92G1EOQ,jumpsuit_sleeveless_LUQ92G1EOQ,6,14,False,False,True,False,411,403,0,0
jumpsuit_sleeveless_LWA5BCHHNF,jumpsuit_sleeveless_LWA5BCHHNF,6,14,False,False,True,False,333,325,0,0
jumpsuit_sleeveless_LWYHC9LFI9,jumpsuit_sleeveless_LWYHC9LFI9,6,14,False,False,True,False,381,373,0,0
jumpsuit_sleeveless_LZV7S3H8OU,jumpsuit_sleeveless_LZV7S3H8OU,6,14,False,False,True,True,401,393,0,80
jumpsuit_sleeveless_M4KD881JM5,jumpsuit_sleeveless_M4KD881JM5,6,14,False,False,True,False,351,343,0,0
jumpsuit_sleeveless_M83DQ019A1,jumpsuit_sleeveless_M83DQ019A1,6,14,False,False,True,False,359,351,0,0
jumpsuit_sleeveless_M849K9O49N,jumpsuit_sleeveless_M849K9O49N,6,14,False,False,True,False,321,313,0,0
jumpsuit_sleeveless_MB4W4X42VK,jumpsuit_sleeveless_MB4W4X42VK,6,14,False,False,True,True,453,445,0,92
jumpsuit_sleeveless_MBF458K5WH,jumpsuit_sleeveless_MBF458K5WH,6,14,False,False,True,True,425,417,0,83
jumpsuit_sleeveless_MCC2YYTQ7X,jumpsuit_sleeveless_MCC2YYTQ7X,6,14,False,False,True,False,355,347,0,0
jumpsuit_sleeveless_MD1T4ODCFZ,jumpsuit_sleeveless_MD1T4ODCFZ,6,14,False,False,True,False,307,299,0,0
jumpsuit_sleeveless_MIYU5AEMW0,jumpsuit_sleeveless_MIYU5AEMW0,6,14,False,False,True,False,293,285,0,0
jumpsuit_sleeveless_MJ0F72DVYG,jumpsuit_sleeveless_MJ0F72DVYG,6,14,False,False,True,True,433,425,0,91
jumpsuit_sleeveless_MJGJQWEOWJ,jumpsuit_sleeveless_MJGJQWEOWJ,6,14,False,False,True,False,357,349,0,0
jumpsuit_sleeveless_MJPEAG07MD,jumpsuit_sleeveless_MJPEAG07MD,6,14,False,False,True,False,305,297,0,0
jumpsuit_sleeveless_MKKWMW4J3U,jumpsuit_sleeveless_MKKWMW4J3U,6,14,False,False,True,True,429,421,0,80
jumpsuit_sleeveless_MKOSMZJU1M,jumpsuit_sleeveless_MKOSMZJU1M,6,14,False,False,True,False,303,295,0,0
jumpsuit_sleeveless_MM2HUHHLIV,jumpsuit_sleeveless_MM2HUHHLIV,6,14,False,False,True,True,423,415,0,84
jumpsuit_sleeveless_MNAPJUTFMG,jumpsuit_sleeveless_MNAPJUTFMG,6,14,False,False,True,False,383,375,0,0
jumpsuit_sleeveless_MQ2BN0YOO8,jumpsuit_sleeveless_MQ2BN0YOO8,6,14,False,False,True,True,407,399,0,82
jumpsuit_sleeveless_MR9Z08IY9M,jumpsuit_sleeveless_MR9Z08IY9M,6,14,False,False,True,False,323,315,0,0
jumpsuit_sleeveless_MS2E9CH7JA,jumpsuit_sleeveless_MS2E9CH7JA,6,14,False,False,True,True,435,427,0,83
jumpsuit_sleeveless_MTEN37S35A,jumpsuit_sleeveless_MTEN37S35A,6,14,False,False,True,False,333,325,0,0
jumpsuit_sleeveless_MVP6V5Q2IG,jumpsuit_sleeveless_MVP6V5Q2IG,6,14,False,False,True,True,465,457,0,96
jumpsuit_sleeveless_MVYPQOTAL6,jumpsuit_sleeveless_MVYPQOTAL6,6,14,False,False,True,False,329,321,0,0
jumpsuit_sleeveless_MXB62ANTD5,jumpsuit_sleeveless_MXB62ANTD5,6,14,False,False,True,False,359,351,0,0
jumpsuit_sleeveless_MXRT81G6RQ,jumpsuit_sleeveless_MXRT81G6RQ,6,14,False,False,True,False,363,355,0,0
jumpsuit_sleeveless_N1P1K4VJ6M,jumpsuit_sleeveless_N1P1K4VJ6M,6,14,False,False,True,False,389,381,0,0
jumpsuit_sleeveless_N29ILCPUR4,jumpsuit_sleeveless_N29ILCPUR4,6,14,False,False,True,False,309,301,0,0
jumpsuit_sleeveless_N2K8IFRQG9,jumpsuit_sleeveless_N2K8IFRQG9,6,14,False,False,True,False,367,359,0,0
jumpsuit_sleeveless_N3Y4RHPOQT,jumpsuit_sleeveless_N3Y4RHPOQT,6,14,False,False,True,True,403,395,0,80
jumpsuit_sleeveless_N6FU5078XM,jumpsuit_sleeveless_N6FU5078XM,6,14,False,False,True,False,283,275,0,0
jumpsuit_sleeveless_N6NK2OZW2P,jumpsuit_sleeveless_N6NK2OZW2P,6,14,False,False,True,False,355,347,0,0
jumpsuit_sleeveless_N8ZHCQ1DW2,jumpsuit_sleeveless_N8ZHCQ1DW2,6,14,False,False,True,True,457,449,0,91
jumpsuit_sleeveless_NBN8HHMYTA,jumpsuit_sleeveless_NBN8HHMYTA,6,14,False,False,True,True,401,393,0,82
jumpsuit_sleeveless_NH7V668OJJ,jumpsuit_sleeveless_NH7V668OJJ,6,14,False,False,True,False,375,367,0,0
jumpsuit_sleeveless_NIPPTZ9Y69,jumpsuit_sleeveless_NIPPTZ9Y69,6,14,False,False,True,False,331,323,0,0
jumpsuit_sleeveless_NKE8XYKBRJ,jumpsuit_sleeveless_NKE8XYKBRJ,6,14,False,False,True,False,349,341,0,0
jumpsuit_sleeveless_NL0YI6PVJV,jumpsuit_sleeveless_NL0YI6PVJV,6,14,False,False,True,False,347,339,0,0
jumpsuit_sleeveless_NMD60TG9UX,jumpsuit_sleeveless_NMD60TG9UX,6,14,False,False,True,False,411,403,0,0
jumpsuit_sleeveless_NO8VH8GKYW,jumpsuit_sleeveless_NO8VH8GKYW,6,14,False,False,True,False,341,333,0,0
jumpsuit_sleeveless_NOF55398WF,jumpsuit_sleeveless_NOF55398WF,6,14,False,False,True,False,349,341,0,0
jumpsuit_sleeveless_NP5U11879D,jumpsuit_sleeveless_NP5U11879D,6,14,False,False,True,False,387,379,0,0
jumpsuit_sleeveless_NSX69PQL8L,jumpsuit_sleeveless_NSX69PQL8L,6,14,False,False,True,False,375,367,0,0
jumpsuit_sleeveless_NT3OUUJ2UP,jumpsuit_sleeveless_NT3OUUJ2UP,6,14,False,False,True,False,371,363,0,0
jumpsuit_sleeveless_NURHVZJG5Z,jumpsuit_sleeveless_NURHVZJG5Z,6,14,False,False,True,False,375,367,0,0
jumpsuit_sleeveless_NVNDXCCPH6,jumpsuit_sleeveless_NVNDXCCPH6,6,14,False,False,True,False,297,289,0,0
jumpsuit_sleeveless_O34PFUPA0T,jumpsuit_sleeveless_O34PFUPA0T,6,14,False,False,True,False,307,299,0,0
jumpsuit_sleeveless_O44491GOB6,jumpsuit_sleeveless_O44491GOB6,6,14,False,False,True,False,391,383,0,0
jumpsuit_sleeveless_OES0CCN5CX,jumpsuit_sleeveless_OES0CCN5CX,6,14,False,False,True,False,373,365,0,0
jumpsuit_sleeveless_OKF5FPG53V,jumpsuit_sleeveless_OKF5FPG53V,6,14,False,False,True,False,317,309,0,0
jumpsuit_sleeveless_OL5AEJ6O9X,jumpsuit_sleeveless_OL5AEJ6O9X,6,14,False,False,True,False,321,313,0,0
jumpsuit_sleeveless_OLU96VBMLY,jumpsuit_sleeveless_OLU96VBMLY,6,14,False,False,True,False,327,319,0,0
jumpsuit_sleeveless_OMFP086KSR,jumpsuit_sleeveless_OMFP086KSR,6,14,False,False,True,True,463,455,0,94
jumpsuit_sleeveless_OMFZMOO1ZW,jumpsuit_sleeveless_OMFZMOO1ZW,6,14,False,False,True,False,353,345,0,0
jumpsuit_sleeveless_ON0ZEWL8IX,jumpsuit_sleeveless_ON0ZEWL8IX,6,14,False,False,True,False,337,329,0,0
jumpsuit_sleeveless_OOJARRCJW4,jumpsuit_sleeveless_OOJARRCJW4,6,14,False,False,True,False,389,381,0,0
jumpsuit_sleeveless_OP17N2SSGU,jumpsuit_sleeveless_OP17N2SSGU,6,14,False,False,True,True,427,419,0,85
jumpsuit_sleeveless_OPEL4KT59O,jumpsuit_sleeveless_OPEL4KT59O,6,14,False,False,True,True,423,415,0,87
jumpsuit_sleeveless_OPHN6ELD3D,jumpsuit_sleeveless_OPHN6ELD3D,6,14,False,False,True,False,339,331,0,0
jumpsuit_sleeveless_OQUV16VKNC,jumpsuit_sleeveless_OQUV16VKNC,6,14,False,False,True,True,427,419,0,83
jumpsuit_sleeveless_OSWBW5JIZO,jumpsuit_sleeveless_OSWBW5JIZO,6,14,False,False,True,False,377,369,0,0
jumpsuit_sleeveless_OTG46QALKP,jumpsuit_sleeveless_OTG46QALKP,6,14,False,False,True,False,309,301,0,0
jumpsuit_sleeveless_OUCM6GAVO7,jumpsuit_sleeveless_OUCM6GAVO7,6,14,False,False,True,False,291,283,0,0
jumpsuit_sleeveless_OVXVBIKUC0,jumpsuit_sleeveless_OVXVBIKUC0,6,14,False,False,True,False,389,381,0,0
jumpsuit_sleeveless_OX2NJYT61W,jumpsuit_sleeveless_OX2NJYT61W,6,14,False,False,True,False,335,327,0,0
jumpsuit_sleeveless_OXD51604BD,jumpsuit_sleeveless_OXD51604BD,6,14,False,False,True,False,371,363,0,0
jumpsuit_sleeveless_OY5KCUFNZ7,jumpsuit_sleeveless_OY5KCUFNZ7,6,14,False,False,True,False,375,367,0,0
jumpsuit_sleeveless_OYHZ8H0DU0,jumpsuit_sleeveless_OYHZ8H0DU0,6,14,False,False,True,True,451,443,0,91
jumpsuit_sleeveless_OYPVG88L8W,jumpsuit_sleeveless_OYPVG88L8W,6,14,False,False,True,False,373,365,0,0
jumpsuit_sleeveless_OYWACIDTZZ,jumpsuit_sleeveless_OYWACIDTZZ,6,14,False,False,True,True,443,435,0,86
jumpsuit_sleeveless_P05B2L4FQW,jumpsuit_sleeveless_P05B2L4FQW,6,14,False,False,True,False,341,333,0,0
jumpsuit_sleeveless_P32T3EVB6A,jumpsuit_sleeveless_P32T3EVB6A,6,14,False,False,True,False,397,389,0,0
jumpsuit_sleeveless_P3GOYZ0D5K,jumpsuit_sleeveless_P3GOYZ0D5K,6,14,False,False,True,False,373,365,0,0
jumpsuit_sleeveless_P3SMTODEI3,jumpsuit_sleeveless_P3SMTODEI3,6,14,False,False,True,False,369,361,0,0
jumpsuit_sleeveless_P4FFAYS38I,jumpsuit_sleeveless_P4FFAYS38I,6,14,False,False,True,False,303,295,0,0
jumpsuit_sleeveless_P4YWHVNKZO,jumpsuit_sleeveless_P4YWHVNKZO,6,14,False,False,True,True,439,431,0,89
jumpsuit_sleeveless_P589WV8L93,jumpsuit_sleeveless_P589WV8L93,6,14,False,False,True,False,377,369,0,0
jumpsuit_sleeveless_P5PKXKMB24,jumpsuit_sleeveless_P5PKXKMB24,6,14,False,False,True,False,289,281,0,0
jumpsuit_sleeveless_P8JFU470F2,jumpsuit_sleeveless_P8JFU470F2,6,14,False,False,True,False,311,303,0,0
jumpsuit_sleeveless_P90GH9DNDN,jumpsuit_sleeveless_P90GH9DNDN,6,14,False,False,True,False,331,323,0,0
jumpsuit_sleeveless_PAC9IE20AI,jumpsuit_sleeveless_PAC9IE20AI,6,14,False,False,True,False,379,371,0,0
jumpsuit_sleeveless_PAIRYZYZHS,jumpsuit_sleeveless_PAIRYZYZHS,6,14,False,False,True,False,315,307,0,0
jumpsuit_sleeveless_PBZ1QK3MZP,jumpsuit_sleeveless_PBZ1QK3MZP,6,14,False,False,True,False,351,343,0,0
jumpsuit_sleeveless_PCD4E6UGIR,jumpsuit_sleeveless_PCD4E6UGIR,6,14,False,False,True,True,433,425,0,83
jumpsuit_sleeveless_PCMPGWNW5G,jumpsuit_sleeveless_PCMPGWNW5G,6,14,False,False,True,False,409,401,0,0
jumpsuit_sleeveless_PCSP2K47N6,jumpsuit_sleeveless_PCSP2K47N6,6,14,False,False,True,False,331,323,0,0
jumpsuit_sleeveless_PEW5XZHG6E,jumpsuit_sleeveless_PEW5XZHG6E,6,14,False,False,True,False,409,401,0,0
jumpsuit_sleeveless_PFR2K9BQ22,jumpsuit_sleeveless_PFR2K9BQ22,6,14,False,False,True,False,269,261,0,0
jumpsuit_sleeveless_PG57YI83XR,jumpsuit_sleeveless_PG57YI83XR,6,14,False,False,True,False,347,339,0,0
jumpsuit_sleeveless_PGEJALKIMM,jumpsuit_sleeveless_PGEJALKIMM,6,14,False,False,True,False,337,329,0,0
jumpsuit_sleeveless_PGMZK6NAWL,jumpsuit_sleeveless_PGMZK6NAWL,6,14,False,False,True,True,465,457,0,91
jumpsuit_sleeveless_PHNQHUGT2K,jumpsuit_sleeveless_PHNQHUGT2K,6,14,False,False,True,False,373,365,0,0
jumpsuit_sleeveless_PK4LNA0Y6I,jumpsuit_sleeveless_PK4LNA0Y6I,6,14,False,False,True,False,273,265,0,0
jumpsuit_sleeveless_PL8KZ5AULQ,jumpsuit_sleeveless_PL8KZ5AULQ,6,14,False,False,True,False,365,357,0,0
jumpsuit_sleeveless_PLI2PFMKX5,jumpsuit_sleeveless_PLI2PFMKX5,6,14,False,False,True,False,311,303,0,0
jumpsuit_sleeveless_PN24BS7PAC,jumpsuit_sleeveless_PN24BS7PAC,6,14,False,False,True,False,361,353,0,0
jumpsuit_sleeveless_PNN865ASHP,jumpsuit_sleeveless_PNN865ASHP,6,14,False,False,True,True,453,445,0,92
jumpsuit_sleeveless_PQ1PF3831J,jumpsuit_sleeveless_PQ1PF3831J,6,14,False,False,True,False,349,341,0,0
jumpsuit_sleeveless_PQIPRO9EEH,jumpsuit_sleeveless_PQIPRO9EEH,6,14,False,False,True,False,377,369,0,0
jumpsuit_sleeveless_PQMS19YHKG,jumpsuit_sleeveless_PQMS19YHKG,6,14,False,False,True,True,445,437,0,85
jumpsuit_sleeveless_PQXTQLDFDN,jumpsuit_sleeveless_PQXTQLDFDN,6,14,False,False,True,False,347,339,0,0
jumpsuit_sleeveless_PS7QNMWBCX,jumpsuit_sleeveless_PS7QNMWBCX,6,14,False,False,True,True,485,477,0,94
jumpsuit_sleeveless_PT191CY9H4,jumpsuit_sleeveless_PT191CY9H4,6,14,False,False,True,True,413,405,0,80
jumpsuit_sleeveless_PTLUGDOWZG,jumpsuit_sleeveless_PTLUGDOWZG,6,14,False,False,True,False,309,301,0,0
jumpsuit_sleeveless_PUB4H8ATAY,jumpsuit_sleeveless_PUB4H8ATAY,6,14,False,False,True,False,291,283,0,0
jumpsuit_sleeveless_PWXGUJM94D,jumpsuit_sleeveless_PWXGUJM94D,6,14,False,False,True,True,461,453,0,91
jumpsuit_sleeveless_PXXDE3JAZO,jumpsuit_sleeveless_PXXDE3JAZO,6,14,False,False,True,False,389,381,0,0
jumpsuit_sleeveless_PYBMDJCHWQ,jumpsuit_sleeveless_PYBMDJCHWQ,6,14,False,False,True,True,435,427,0,91
jumpsuit_sleeveless_Q10VBYOG9K,jumpsuit_sleeveless_Q10VBYOG9K,6,14,False,False,True,False,311,303,0,0
jumpsuit_sleeveless_Q4EY7UB91D,jumpsuit_sleeveless_Q4EY7UB91D,6,14,False,False,True,False,383,375,0,0
jumpsuit_sleeveless_Q4OAH90COH,jumpsuit_sleeveless_Q4OAH90COH,6,14,False,False,True,False,315,307,0,0
jumpsuit_sleeveless_Q4QX325S3U,jumpsuit_sleeveless_Q4QX325S3U,6,14,False,False,True,False,363,355,0,0
jumpsuit_sleeveless_Q5LAFHHNO6,jumpsuit_sleeveless_Q5LAFHHNO6,6,14,False,False,True,False,287,279,0,0
jumpsuit_sleeveless_Q5P07SSSFN,jumpsuit_sleeveless_Q5P07SSSFN,6,14,False,False,True,True,451,443,0,90
jumpsuit_sleeveless_Q5ST0PBEIH,jumpsuit_sleeveless_Q5ST0PBEIH,6,14,False,False,True,True,439,431,0,89
jumpsuit_sleeveless_Q5XBURDODV,jumpsuit_sleeveless_Q5XBURDODV,6,14,False,False,True,False,297,289,0,0
jumpsuit_sleeveless_Q6H8DRGJ6Q,jumpsuit_sleeveless_Q6H8DRGJ6Q,6,14,False,False,True,False,393,385,0,0
jumpsuit_sleeveless_Q6HAM74HIK,jumpsuit_sleeveless_Q6HAM74HIK,6,14,False,False,True,True,467,459,0,92
jumpsuit_sleeveless_Q6O01XS3H0,jumpsuit_sleeveless_Q6O01XS3H0,6,14,False,False,True,False,347,339,0,0
jumpsuit_sleeveless_Q6UN6QHRVR,jumpsuit_sleeveless_Q6UN6QHRVR,6,14,False,False,True,False,409,401,0,0
jumpsuit_sleeveless_Q722E16LXE,jumpsuit_sleeveless_Q722E16LXE,6,14,False,False,True,True,435,427,0,87
jumpsuit_sleeveless_Q8RH8FCS32,jumpsuit_sleeveless_Q8RH8FCS32,6,14,False,False,True,True,453,445,0,93
jumpsuit_sleeveless_Q8S2V5L1HS,jumpsuit_sleeveless_Q8S2V5L1HS,6,14,False,False,True,False,409,401,0,0
jumpsuit_sleeveless_Q8WJZ0HP4X,jumpsuit_sleeveless_Q8WJZ0HP4X,6,14,False,False,True,True,419,411,0,82
jumpsuit_sleeveless_Q9FUSQVX8Z,jumpsuit_sleeveless_Q9FUSQVX8Z,6,14,False,False,True,True,457,449,0,89
jumpsuit_sleeveless_Q9J3SR83LF,jumpsuit_sleeveless_Q9J3SR83LF,6,14,False,False,True,True,429,421,0,83
jumpsuit_sleeveless_QDBQSHW85L,jumpsuit_sleeveless_QDBQSHW85L,6,14,False,False,True,False,367,359,0,0
jumpsuit_sleeveless_QDL182OSDS,jumpsuit_sleeveless_QDL182OSDS,6,14,False,False,True,True,467,459,0,93
jumpsuit_sleeveless_QEE15RICUT,jumpsuit_sleeveless_QEE15RICUT,6,14,False,False,True,True,463,455,0,87
jumpsuit_sleeveless_QHJ6030MXA,jumpsuit_sleeveless_QHJ6030MXA,6,14,False,False,True,False,297,289,0,0
jumpsuit_sleeveless_QHR2V6GKBU,jumpsuit_sleeveless_QHR2V6GKBU,6,14,False,False,True,False,355,347,0,0
jumpsuit_sleeveless_QI27O4QZ3Y,jumpsuit_sleeveless_QI27O4QZ3Y,6,14,False,False,True,True,433,425,0,84
jumpsuit_sleeveless_QJ8GB1PPV5,jumpsuit_sleeveless_QJ8GB1PPV5,6,14,False,False,True,False,305,297,0,0
jumpsuit_sleeveless_QNTQB0HORF,jumpsuit_sleeveless_QNTQB0HORF,6,14,False,False,True,False,285,277,0,0
jumpsuit_sleeveless_QO2MID6V3E,jumpsuit_sleeveless_QO2MID6V3E,6,14,False,False,True,False,333,325,0,0
jumpsuit_sleeveless_QO9VAHWA7D,jumpsuit_sleeveless_QO9VAHWA7D,6,14,False,False,True,False,367,359,0,0
jumpsuit_sleeveless_QONGW2OFS8,jumpsuit_sleeveless_QONGW2OFS8,6,14,False,False,True,False,401,393,0,0
jumpsuit_sleeveless_QSMFDW86DH,jumpsuit_sleeveless_QSMFDW86DH,6,14,False,False,True,True,457,449,0,88
jumpsuit_sleeveless_QTK7GGM0J0,jumpsuit_sleeveless_QTK7GGM0J0,6,14,False,False,True,False,277,269,0,0
jumpsuit_sleeveless_QTUE1FYPNU,jumpsuit_sleeveless_QTUE1FYPNU,6,14,False,False,True,False,359,351,0,0
jumpsuit_sleeveless_QU87ARIPIH,jumpsuit_sleeveless_QU87ARIPIH,6,14,False,False,True,True,423,415,0,82
jumpsuit_sleeveless_QV1XB7HDH2,jumpsuit_sleeveless_QV1XB7HDH2,6,14,False,False,True,False,375,367,0,0
jumpsuit_sleeveless_QVJXXAOPRI,jumpsuit_sleeveless_QVJXXAOPRI,6,14,False,False,True,False,311,303,0,0
jumpsuit_sleeveless_QVMS7FQYUA,jumpsuit_sleeveless_QVMS7FQYUA,6,14,False,False,True,True,409,401,0,85
jumpsuit_sleeveless_QXCAGATA5U,jumpsuit_sleeveless_QXCAGATA5U,6,14,False,False,True,False,299,291,0,0
jumpsuit_sleeveless_QXE4TMM1X7,jumpsuit_sleeveless_QXE4TMM1X7,6,14,False,False,True,False,333,325,0,0
jumpsuit_sleeveless_QXFNKD1SBB,jumpsuit_sleeveless_QXFNKD1SBB,6,14,False,False,True,False,315,307,0,0
jumpsuit_sleeveless_QYLIVHQI9W,jumpsuit_sleeveless_QYLIVHQI9W,6,14,False,False,True,False,385,377,0,0
jumpsuit_sleeveless_QZQM9DT9BV,jumpsuit_sleeveless_QZQM9DT9BV,6,14,False,False,True,False,343,335,0,0
jumpsuit_sleeveless_R15Z0MI0Y8,jumpsuit_sleeveless_R15Z0MI0Y8,6,14,False,False,True,True,431,423,0,83
jumpsuit_sleeveless_R2OQ7UJYAH,jumpsuit_sleeveless_R2OQ7UJYAH,6,14,False,False,True,False,335,327,0,0
jumpsuit_sleeveless_R321WU4O83,jumpsuit_sleeveless_R321WU4O83,6,14,False,False,True,False,365,357,0,0
jumpsuit_sleeveless_R35G3X450L,jumpsuit_sleeveless_R35G3X450L,6,14,False,False,True,False,367,359,0,0
jumpsuit_sleeveless_R83GLNY9S4,jumpsuit_sleeveless_R83GLNY9S4,6,14,False,False,True,False,401,393,0,0
jumpsuit_sleeveless_R88U9LX9JE,jumpsuit_sleeveless_R88U9LX9JE,6,14,False,False,True,False,363,355,0,0
jumpsuit_sleeveless_R9M9TOF9O7,jumpsuit_sleeveless_R9M9TOF9O7,6,14,False,False,True,False,287,279,0,0
